ID_SPPG,Status_Pengajuan,Status_Operasional,Kota_Kabupaten,Provinsi,Alamat
QHOAL2VK,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TENGAH,LAMPUNG,"Purnama Tunggal, Kec. Way Pengubuan, Kab. Lampung Tengah, Lampung, PURNAMA TUNGGAL, WAY PANGUBUAN, KAB. LAMPUNG TENGAH, LAMPUNG"
TPKGQG03,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMPUNG TIMUR,LAMPUNG,"Berlian Mulia, Jalan Raya Margototo, Margo Toto, Kecamatan Metro Kibang, Kabuptaen Lampung Timur, MARGOTOTO, METRO KIBANG, KAB. LAMPUNG TIMUR, LAMPUNG"
HU75IHAY,Penentuan KA SPPG,Belum Beroperasi,KOTA SURAKARTA,JAWA TENGAH,"Jl.kh. samanhudi no.136A, sondakan, Laweyan, Solo, SONDAKAN, LAWEYAN, KOTA SURAKARTA, JAWA TENGAH"
TW6CGCFE,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"KP Karakal RT 02 RW 06 Desa Jambu luwuk, Kec Ciawi, Bogor, Jawa Barat, JAMBULUWUK, CIAWI, KAB. BOGOR, JAWA BARAT"
C40GHGNZ,Penentuan KA SPPG,Belum Beroperasi,KAB. KLATEN,JAWA TENGAH,"Girimarto, Tlingsing, Cawas, Klaten, Jawa Tengah  57463 

https://maps.app.goo.gl/vFQ3mxLACf6eu78i7?g_st=ipc

NO HP : 085157344357, TLINGSING, CAWAS, KAB. KLATEN, JAWA TENGAH"
ZJMD1TL4,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jalan lovebird, Depan komplek perumahan Riscon blok F6, kp Hutan Malang,  Rt 01 Rw 01, No 91A Desa Sukmajaya, Kecamatan Bojonggede Kabupaten Bogor, Jawa Barat, BOJONGGEDE, BOJONG GEDE, KAB. BOGOR, JAWA BARAT"
M4AHOV4H,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Kp. Babakan Cebek Rt.02/Rw.09 Ds. Karamatmulya Kec. Soreang Kab. Bandung, KARAMATMULYA, SOREANG, KAB. BANDUNG, JAWA BARAT"
YAJTCTBP,Penentuan KA SPPG,Belum Beroperasi,KAB. GROBOGAN,JAWA TENGAH,"Jl. Lingkar Utara Purwodadi - Semarang, Kelurahan Getasrejo, Kecamatan Grobogan, Kabupaten Grobogan, Jawa Tengah, GETASREJO, GROBOGAN, KAB. GROBOGAN, JAWA TENGAH"
3RHH3J0G,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Cikedokan, Kec. Cikarang Bar., Kabupaten Bekasi, Jawa Barat, CIKEDOKAN, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT"
N2QVJHZL,Penentuan KA SPPG,Belum Beroperasi,KAB. KLATEN,JAWA TENGAH,"Jl. Merbabu, Dusun I, Sembung, Kec. Wedi, Kabupaten Klaten, Jawa Tengah 57461, SEMBUNG, WEDI, KAB. KLATEN, JAWA TENGAH"
CDEHLTDT,Penentuan KA SPPG,Belum Beroperasi,KAB. PANDEGLANG,BANTEN,"Kp Pasir Waru RT002/RW006 , MENES, MENES, KAB. PANDEGLANG, BANTEN"
ZXTZAQDX,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMONGAN,JAWA TIMUR,"Jl. Sendang Desa paciran Kecamatan paciran Kabupaten Lamongan 62264 Jawa Timur, PACIRAN, PACIRAN, KAB. LAMONGAN, JAWA TIMUR"
PKDFJYDC,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"mandalawangi, kecamatan cipatat, kabupaten bandung barat, provinsi jawa barat, MANDALAWANGI, CIPATAT, KAB. BANDUNG BARAT, JAWA BARAT"
AHMFODQV,Penentuan KA SPPG,Belum Beroperasi,KAB. PIDIE,ACEH,"7XFH+JCC Jojo,Mutiara Timur, Kabupaten Pidie, Aceh, ALUE JOJO, MUTIARA TIMUR, KAB. PIDIE, ACEH"
WNRAG1QV,Penentuan KA SPPG,Belum Beroperasi,KAB. BANGGAI,SULAWESI TENGAH,"Jl. Jalur Dua, JAYA KENCANA, TOILI, KAB. BANGGAI, SULAWESI TENGAH"
I7WSPLFY,Penentuan KA SPPG,Belum Beroperasi,KAB. BLORA,JAWA TENGAH,"Jl. Raya Blora-Purwodadi RT08 RW03, Dusun Punggursugih, Desa Punggursugih, Kecamatan Ngawen, Kabupaten Blora, Provinsi Jawa Tengah, Kode Pos 58254
, NGAWEN, NGAWEN, KAB. BLORA, JAWA TENGAH"
PVZUX57X,Penentuan KA SPPG,Belum Beroperasi,KAB. PANDEGLANG,BANTEN,"Kp. Kadumulya, RT.003/003. Desa Sindanglaya. Kec. Pagelaran. Kab. Pandeglang, Banten , SINDANGLAYA, PAGELARAN, KAB. PANDEGLANG, BANTEN"
KUJUHWP7,Penentuan KA SPPG,Belum Beroperasi,KAB. CIANJUR,JAWA BARAT,"jl babakan sirna campaka earung bitung, SUKAJADI, CAMPAKA, KAB. CIANJUR, JAWA BARAT"
DAVHHFP9,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"Kp pamucatan Desa ,Ciburuy RT,03/RW 10
Kecamatan, Padalarang Kdepos 40553 Kabupaten ,bandung barat, CIBURUY, PADALARANG, KAB. BANDUNG BARAT, JAWA BARAT"
FTKJ258U,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"Jl Perintis Kemerdekaan Kelurahan Karsamenak Kecamatan Kawalu Kota  Tasikmalaya, KERSAMENAK, KAWALU, KOTA TASIKMALAYA, JAWA BARAT"
NTM54LDB,Penentuan KA SPPG,Belum Beroperasi,KAB. PURWAKARTA,JAWA BARAT,"jl. terusan kapten halim blok sawah lega rt 04 rw 08, PASAWAHANANYAR, PASAWAHAN, KAB. PURWAKARTA, JAWA BARAT"
WBFCEHHW,Penentuan KA SPPG,Belum Beroperasi,KAB. GUNUNGKIDUL,DAERAH ISTIMEWA YOGYAKARTA,"Jln. Karangmojo – Semin KM 06, Kerdon, Jati Ayu, Karangmojo, Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta , JATIAYU, KARANGMOJO, KAB. GUNUNGKIDUL, DAERAH ISTIMEWA YOGYAKARTA"
QBKTKZKV,Penentuan KA SPPG,Belum Beroperasi,KAB. ASAHAN,SUMATERA UTARA,"J. Balam, Gang Cama, Karang Anyer, Kisaran Timur, Sumatera Utara, KARANG ANYER, KOTA KISARAN TIMUR, KAB. ASAHAN, SUMATERA UTARA"
HFH7I1PI,Penentuan KA SPPG,Belum Beroperasi,KAB. NGANJUK,JAWA TIMUR,"Jl. Raya Kediri No. 108 RT. 002 RW. 003, Desa Loceret Kecamatan Loceret, Kabupaten Nganjuk Jawa timur, LOCERET, LOCERET, KAB. NGANJUK, JAWA TIMUR"
YYHP1ZRD,Penentuan KA SPPG,Belum Beroperasi,KAB. BIREUEN,ACEH,"Jalan Medan - Banda Aceh , Kecamatan Jeumpa Desa Glumpang Payong, GLUMPANG PAYONG, JEUMPA, KAB. BIREUEN, ACEH"
RUEUMLTK,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Desa Karangwage RT 03/RW 01 Kecamatan  Trangkil, Kabupaten Pati Jawa Tengah
, KARANGWAGE, TRANGKIL, KAB. PATI, JAWA TENGAH"
DKE4ELUM,Penentuan KA SPPG,Belum Beroperasi,KAB. TANGERANG,BANTEN,"Jl. Kp. Kandang, MEKAR WANGI, CISAUK, KAB. TANGERANG, BANTEN"
WQEZ7IC0,Penentuan KA SPPG,Belum Beroperasi,KAB. MAGETAN,JAWA TIMUR,"Jatisari, Belotan, Kec. Bendo, Kabupaten Magetan, Jawa Timur 63384, BELOTAN, BENDO, KAB. MAGETAN, JAWA TIMUR"
UHWZ0KQD,Penentuan KA SPPG,Belum Beroperasi,KOTA TASIKMALAYA,JAWA BARAT,"Jl. Tarumanagara, Tawangsari, Kec. Tawang, Kab. Tasikmalaya, Jawa Barat 46112, TAWANGSARI, TAWANG, KOTA TASIKMALAYA, JAWA BARAT"
IQ8KQL0N,Penentuan KA SPPG,Belum Beroperasi,KAB. JEMBRANA,BALI,"JALAN GAJAH MADA NO 77, DANGIN TUKADAYA, KECAMATAN JEMBRANA, KABUPATEN JEMBRANA - BALI, DANGIN TUKADAYA, JEMBRANA, KAB. JEMBRANA, BALI"
OPFGGYLX,Penentuan KA SPPG,Belum Beroperasi,KAB. CIREBON,JAWA BARAT,"Blok 3 Baitul Muttaqin RT 03 RW 01 Jembatan Hijau, Desa Tegalgubuglor Kec. Arjawinangun Kab Cirebon Jawa Barat 45162, TEGAL GUBUG LOR, ARJAWINANGUN, KAB. CIREBON, JAWA BARAT"
8G4XYV3H,Penentuan KA SPPG,Belum Beroperasi,KOTA PALEMBANG,SUMATERA SELATAN,"Jl. KH Wahid Hasyim No.179, 3-4 Ulu, Kecamatan Seberang Ulu I, Kota Palembang, Sumatera Selatan 30251, 3 / 4 ULU, SEBERANG ULU I, KOTA PALEMBANG, SUMATERA SELATAN"
VPSLEFZ8,Penentuan KA SPPG,Belum Beroperasi,KAB. MOJOKERTO,JAWA TIMUR,"Kedai Sansan Prasmanan, Jl. Raya Jolotundo-Ngoro-Mojokerto No.RT. 10, RW.03, Sukorejo, Lolawang, Kec. Ngoro, Kabupaten Mojokerto, Jawa Timur 61385, LOLAWANG, NGORO, KAB. MOJOKERTO, JAWA TIMUR"
YFAMQOAB,Penentuan KA SPPG,Belum Beroperasi,KAB. TABANAN,BALI,"Jalan raya Denpasar-Gilimanuk, BANTAS, SELEMADEG TIMUR, KAB. TABANAN, BALI"
YKGUR42N,Penentuan KA SPPG,Belum Beroperasi,KOTA TANGERANG SELATAN,BANTEN,"Jl. Purnawarman No. 8 B Kel. Pisangan Kec. Ciputat Timur Kota Tangerang Selatan, PISANGAN, CIPUTAT TIMUR, KOTA TANGERANG SELATAN, BANTEN"
GOEYFOGE,Penentuan KA SPPG,Belum Beroperasi,KOTA ADM. JAKARTA UTARA,DKI JAKARTA,"Jl. Plumpang Semper No.30, RT.6/RW.12, Tugu Sel., Kec. Koja, Jkt Utara, Daerah Khusus Ibukota Jakarta 14260, TUGU SELATAN, KOJA, KOTA ADM. JAKARTA UTARA, DKI JAKARTA"
UFWQ4AGC,Penentuan KA SPPG,Belum Beroperasi,KAB. GROBOGAN,JAWA TENGAH,"Jl. Raya Pati - Purwodadi Jangkungharjo Rt 009 Rw 004, Kalurahan Jangkungharjo, Kecamatan Brati, Kabupaten Grobogan Jawa Tengah, JANGKUNGHARJO, BRATI, KAB. GROBOGAN, JAWA TENGAH"
RIMYYF1R,Penentuan KA SPPG,Belum Beroperasi,KAB. LAMONGAN,JAWA TIMUR,"Dusun Patalan RT 01 / RW 01 Desa Sumberjo 
Kecamatan Pucuk,  Kab Lamongan, Jawa Timur
, SUMBERJO, PUCUK, KAB. LAMONGAN, JAWA TIMUR"
Q1KQV46Y,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Lebak Muncang, RT/RW. 037/018, Desa. Cikujang, Kec. Gunung Guruh, Kab. Sukabumi, CIKUJANG, GUNUNGGURUH, KAB. SUKABUMI, JAWA BARAT"
PGSZEW2I,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp, Bakti, RW 01, CIMAHI, CICANTAYAN, KAB. SUKABUMI, JAWA BARAT"
ZRLUZCK6,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Jl. Mashudi RT.001/RW.004 Desa Pucung Kec. Kotabaru, Kab. Karawang, Jawa Barat, PUCUNG, KOTA BARU, KAB. KARAWANG, JAWA BARAT"
NXB5IWSH,Penentuan KA SPPG,Belum Beroperasi,KAB. SRAGEN,JAWA TENGAH,"JL. MOJOMULYO RT 002 RW 011 SRAGEN KULON, SRAGEN JAWATENGAH, SRAGEN KULON, SRAGEN, KAB. SRAGEN, JAWA TENGAH"
ECFPKLG6,Penentuan KA SPPG,Belum Beroperasi,KOTA PADANG PANJANG,SUMATERA BARAT,"jl.syekh m djamil,kel guguk malintang,padangpanjang timur,kota pdangpanjang, GUGUK MALINTANG, PADANG PANJANG TIMUR, KOTA PADANG PANJANG, SUMATERA BARAT"
JHV9COV2,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Jln Kampung Babakan RT 003/001 Desa Jatiwangi Kec. Cikarang Barat Kabupaten Bekasi, JATIWANGI, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT"
CKPGJVDP,Penentuan KA SPPG,Belum Beroperasi,KAB. NIAS,SUMATERA UTARA,"Jalan Nias Tengah KM 21,5, Desa Hilizia Lauru, Kecamatan Hiliserangkai, Kabupaten Nias, Provinsi Sumatera Utara, HILIZIA LAURU, HILISERANGKAI, KAB. NIAS, SUMATERA UTARA"
VZETIPNV,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG,JAWA BARAT,"Kp cimenteng RT 03 RW 16 , JAGABAYA, CIMAUNG, KAB. BANDUNG, JAWA BARAT"
PJLQKUF4,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN ILIR,SUMATERA SELATAN,"jl.palembang-prabumulih km34 desa tanjung pering,kecamatan Indralaya utara.Kabupaten Ogan Ilir., TANJUNG PERING, INDRALAYA UTARA, KAB. OGAN ILIR, SUMATERA SELATAN"
3HQJZ7ZO,Penentuan KA SPPG,Belum Beroperasi,KAB. KUNINGAN,JAWA BARAT,"Dusun Pahing RT.009 RW. 003 Desa Cipasung Kecamatan Darma Kabupaten Kuningan 45562 Jawa Barat, CIPASUNG, DARMA, KAB. KUNINGAN, JAWA BARAT"
UCEL2XVD,Penentuan KA SPPG,Belum Beroperasi,KAB. CILACAP,JAWA TENGAH,"Ds. Bulurejo Rt.003 RW.006 Kecamatan Bantarsari Kabupaten Cilacap Jawa Tengah 53281, BANTARSARI, BANTARSARI, KAB. CILACAP, JAWA TENGAH"
Z1TX1GVA,Penentuan KA SPPG,Belum Beroperasi,KOTA KUPANG,NUSA TENGGARA TIMUR,"Jl. Hati Suci, FATULULI, OEBOBO, KOTA KUPANG, NUSA TENGGARA TIMUR"
CSSZEWFT,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Jalan Fatahillah KM 49 No 23, KALIJAYA, CIKARANG BARAT, KAB. BEKASI, JAWA BARAT"
P516YBFC,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"kp.Cibeber RT00.8/RW002 desa.sukamanah kec.cimanggu, SUKAMANAH, CIMANGGU, KAB. SUKABUMI, JAWA BARAT"
ODEEETQ0,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Cipamutih Desa Munjul Kecamatan Ciambar RT/RW 002/012 Kabupaten Sukabumi Jawa Barat Indonesia 43356., MUNJUL, CIAMBAR, KAB. SUKABUMI, JAWA BARAT"
DFJZXITC,Penentuan KA SPPG,Belum Beroperasi,KAB. BOGOR,JAWA BARAT,"Jalan Raya Puncak Km. 85, Cisarua, TUGU SELATAN, CISARUA, KAB. BOGOR, JAWA BARAT"
H6ERUIBY,Penentuan KA SPPG,Belum Beroperasi,KAB. TULUNGAGUNG,JAWA TIMUR,"Dsn. Krajan Ds. Sambirobyong, Kec. Sumbergempol, Kab. Tulungagung, SAMBIROBYONG, SUMBERGEMPOL, KAB. TULUNGAGUNG, JAWA TIMUR"
NIHVCABE,Penentuan KA SPPG,Belum Beroperasi,KAB. CILACAP,JAWA TENGAH,"Jl. Tancang 2, Pengadungan, Tritih Kulon, Kec. Cilacap Utara, Kabupaten Cilacap, Jawa Tengah 53232, TRITIH KULON, CILACAP UTARA, KAB. CILACAP, JAWA TENGAH"
R4IBFSZI,Penentuan KA SPPG,Belum Beroperasi,KAB. MAJALENGKA,JAWA BARAT,"Blok Cipadung RT.002 RW.002 , KARYAMUKTI, PANYINGKIRAN, KAB. MAJALENGKA, JAWA BARAT"
UY1PSJ1V,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"jalan raya kadudampit, KADUDAMPIT, KADUDAMPIT, KAB. SUKABUMI, JAWA BARAT"
WOXZXTXQ,Penentuan KA SPPG,Belum Beroperasi,KAB. TULANG BAWANG,LAMPUNG,"Desa Banjar Agung RT. 001 RW.007, Banjar Agung, Kec. Tulang Bawang, Lampung, BANJAR AGUNG, BANJAR AGUNG, KAB. TULANG BAWANG, LAMPUNG"
WW2AXJL7,Penentuan KA SPPG,Belum Beroperasi,KOTA BANDUNG,JAWA BARAT,"Jl. Terusan Cikutra Baru No. 22, Kelurahan Neglasari Kecamatan Cibeunying Kaler  Kota Bandung Jawa Barat 40124
, NEGLASARI, CIBEUNYING KALER, KOTA BANDUNG, JAWA BARAT"
YCDYEYKG,Penentuan KA SPPG,Belum Beroperasi,KAB. LIMA PULUH KOTA,SUMATERA BARAT,"Jalan Negara Km. 12 Sarilamak, Jorong Ketinggian, Nagari Sarilamak, Kec. Harau, Kab. Lima Puluh Kota, SARILAMAK, HARAU, KAB. LIMA PULUH KOTA, SUMATERA BARAT"
QKDQMOZJ,Penentuan KA SPPG,Belum Beroperasi,KAB. CIANJUR,JAWA BARAT,"kp sindangkerta Rt 05 Rw 02 No 14 Desa Cisalak Kecamatan Cidaun Kab Cianjur 43275, CISALAK, CIDAUN, KAB. CIANJUR, JAWA BARAT"
PSY6V7VM,Penentuan KA SPPG,Belum Beroperasi,KAB. BANDUNG BARAT,JAWA BARAT,"Jl. Raya Sinar Mukti RT. 02 RW 01, SELACAU, BATUJAJAR, KAB. BANDUNG BARAT, JAWA BARAT"
20HREGDQ,Penentuan KA SPPG,Belum Beroperasi,KAB. KETAPANG,KALIMANTAN BARAT,"Jl Pangeran Adipati, MEKAR UTAMA, KENDAWANGAN, KAB. KETAPANG, KALIMANTAN BARAT"
CCEJD2NA,Penentuan KA SPPG,Belum Beroperasi,KAB. REMBANG,JAWA TENGAH,"Desa Mondoteko Kecamatan Rembang Kabupaten Rembang Provinsi Jawa Tengah 59219, MONDOTEKO, REMBANG, KAB. REMBANG, JAWA TENGAH"
F1LDH05N,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Jl. Raya Veteran Kp. Pasirgaling RT 07/006 Desa Citanglar Kecamatan Surade Kab. Sukabumi Jawa Barat, CITANGLAR, SURADE, KAB. SUKABUMI, JAWA BARAT"
KGTL2XZX,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"WARUNGKAUNG BALEKAMBANG, BALEKAMBANG, NAGRAK, KAB. SUKABUMI, JAWA BARAT"
ECT4XGCJ,Penentuan KA SPPG,Belum Beroperasi,KAB. BUTON TENGAH,SULAWESI TENGGARA,"Jl. Gersamata, MATAWINE, LAKUDO, KAB. BUTON TENGAH, SULAWESI TENGGARA"
ZNRI8DAJ,Penentuan KA SPPG,Belum Beroperasi,KAB. LEBAK,BANTEN,"KP. Keong Desa Cikatapis RT 01 Rw 03, CIKATAPIS, KALANGANYAR, KAB. LEBAK, BANTEN"
1772DLNU,Penentuan KA SPPG,Belum Beroperasi,KAB. BANJARNEGARA,JAWA TENGAH,"Jl.Raya Sumampir N.18.RT 001 RW 001,Ds.Pucang Kec,bawang Banjarnegara, PUCANG, BAWANG, KAB. BANJARNEGARA, JAWA TENGAH"
D6NPEDZT,Penentuan KA SPPG,Belum Beroperasi,KAB. SUMEDANG,JAWA BARAT,"Jl. Raya Wado - Sumedang, Cisurat, Kec. Wado, Kabupaten Sumedang, Jawa Barat 45363, CISURAT, WADO, KAB. SUMEDANG, JAWA BARAT"
AEU8CJ4H,Penentuan KA SPPG,Belum Beroperasi,KAB. HULU SUNGAI UTARA,KALIMANTAN SELATAN,"Jl.Brigjen H. Hasan Basri Km, 4,5 Rt.003 No.72, KANDANG HALANG, AMUNTAI TENGAH, KAB. HULU SUNGAI UTARA, KALIMANTAN SELATAN"
HFMSTBPP,Penentuan KA SPPG,Belum Beroperasi,KOTA GUNUNGSITOLI,SUMATERA UTARA,"Jalan Kalimbungo no.38 Desa Sisobahili Tabaloho, Kecamatan Gunungsitoli, Kota Gunungsitoli, SISOBAHILI TABALOHO, GUNUNGSITOLI, KOTA GUNUNGSITOLI, SUMATERA UTARA"
L9FF4TWQ,Penentuan KA SPPG,Belum Beroperasi,KAB. BARITO SELATAN,KALIMANTAN TENGAH,"Jl .Merdeka Raya No 03 RT/RW 07/01 Kec. Dusun Selatan, Kel Buntok Kota, Kab. Barito Selatan, BUNTOK KOTA, DUSUN SELATAN, KAB. BARITO SELATAN, KALIMANTAN TENGAH"
HUY7YICV,Penentuan KA SPPG,Belum Beroperasi,KAB. SERDANG BEDAGAI,SUMATERA UTARA,"jln. Setia Budi No.1 Dusun IV Desa Kota Galuh Kec. Perbaungan Kab. Serdang bedagai Prov. Sumatera Utara
, KOTA GALUH, PERBAUNGAN, KAB. SERDANG BEDAGAI, SUMATERA UTARA"
IFDGGG2C,Penentuan KA SPPG,Belum Beroperasi,KAB. LOMBOK TIMUR,NUSA TENGGARA BARAT,"jalan raya rempung sukamulia, SUKAMULIA TIMUR, SUKAMULIA, KAB. LOMBOK TIMUR, NUSA TENGGARA BARAT"
JSDFKOST,Penentuan KA SPPG,Belum Beroperasi,KAB. ACEH SINGKIL,ACEH,"Praktik dr. Robinson U. Pasaribu, Jln. Singkil-Rimo, Desa Gosong Telaga Barat, GOSONG TELAGA BARAT, SINGKIL UTARA, KAB. ACEH SINGKIL, ACEH"
ZCVTDGHQ,Penentuan KA SPPG,Belum Beroperasi,KAB. WONOSOBO,JAWA TENGAH,"Jalan Banyumas No.113, Ngampel, Kel. Wonorejo , WONOREJO, SELOMERTO, KAB. WONOSOBO, JAWA TENGAH"
8BOGPKOU,Penentuan KA SPPG,Belum Beroperasi,KAB. BANYUMAS,JAWA TENGAH,"Dusun I, Karanglewas Kidul, Kec. Karanglewas, Kabupaten Banyumas, Jawa Tengah 53161, KARANGLEWAS KIDUL, KARANGLEWAS, KAB. BANYUMAS, JAWA TENGAH"
7KPM4R3N,Penentuan KA SPPG,Belum Beroperasi,KAB. BEKASI,JAWA BARAT,"Jl. Raya Rw. Kalong No.1, Karangsatria, Kec. Tambun Utara, Kabupaten Bekasi, Jawa Barat 17111, KARANGSATRIA, TAMBUN UTARA, KAB. BEKASI, JAWA BARAT"
CLIJMK0N,Penentuan KA SPPG,Belum Beroperasi,KAB. KARAWANG,JAWA BARAT,"Jl. Citarum Krajan, Desa Adiarsa Barat, Kec. Karawang Barat, Kab. 
Karawang, Provinsi Jawa Barat., ADIARSA BARAT, KARAWANG BARAT, KAB. KARAWANG, JAWA BARAT"
M80LYQ12,Penentuan KA SPPG,Belum Beroperasi,KAB. SERDANG BEDAGAI,SUMATERA UTARA,"Jalan Belidahan - Dolok Masihul Desa Kota Tengah Kec. Dolok Masihul, KOTA TENGAH, DOLOK MASIHUL, KAB. SERDANG BEDAGAI, SUMATERA UTARA"
HYKVRIYD,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"Sukamerang, Kersamanah, SUKAMERANG, KERSAMANAH, KAB. GARUT, JAWA BARAT"
DCALWLNY,Penentuan KA SPPG,Belum Beroperasi,KOTA LANGSA,ACEH,"Lokasi dapur terletak dipinggir jalan provinsi, bangunan berupa ruko luas 3 pintu yang memiliki 2 lantai permanen, PAYA BUJOK BLANG PASE, LANGSA KOTA, KOTA LANGSA, ACEH"
MSVJPZNM,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl. Raya Dangdeur Cidahu Rt.07/ Rw.02, Kel. Dangdeur Kec. Subang, Kab. Subang, Provinsi Jawa Barat, DANGDEUR, SUBANG, KAB. SUBANG, JAWA BARAT"
33C9I50R,Penentuan KA SPPG,Belum Beroperasi,KAB. KEDIRI,JAWA TIMUR,"Jl.antasari Rt 02/Rw 02 Dusun petung Desa sambi.kec.Ringinrejo kab. Kediri.jatim, SAMBI, RINGINREJO, KAB. KEDIRI, JAWA TIMUR"
QBS0UMGX,Penentuan KA SPPG,Belum Beroperasi,KAB. BLORA,JAWA TENGAH,"Jalan Mentul Kampung No. 31 RT 05 RW 02 Karangboyo Cepu, KARANGBOYO, CEPU, KAB. BLORA, JAWA TENGAH"
CXCGISV7,Penentuan KA SPPG,Belum Beroperasi,KAB. PATI,JAWA TENGAH,"Dusun Karanggempol, RT.05/RW.05, Rw. 8, Kayen, Kec. Kayen, Kabupaten Pati, Jawa Tengah 59171, KAYEN, KAYEN, KAB. PATI, JAWA TENGAH"
HCXAIBVX,Penentuan KA SPPG,Belum Beroperasi,KOTA DENPASAR,BALI,"Jalan Gunung Agung Gang 1C nomor 8A, Kelurahan Pemecutan, Kec. Denpasar Barat, Kota  Denpasar, Prov Bali, 80111, PEMECUTAN, DENPASAR BARAT, KOTA DENPASAR, BALI"
JUL3U3QO,Penentuan KA SPPG,Belum Beroperasi,KAB. GARUT,JAWA BARAT,"Jl. Guntur Indah Blok Lame, HAURPANGGUNG, TAROGONG KIDUL, KAB. GARUT, JAWA BARAT"
AXM9VC7S,Penentuan KA SPPG,Belum Beroperasi,KAB. SUBANG,JAWA BARAT,"Jl. Jend. Achmad Yani No. 80-82, PASIRKAREUMBI, SUBANG, KAB. SUBANG, JAWA BARAT"
0D0U4WVJ,Penentuan KA SPPG,Belum Beroperasi,KAB. PAMEKASAN,JAWA TIMUR,"Dusun Sumber Papan, KLAMPAR, PROPPO, KAB. PAMEKASAN, JAWA TIMUR"
ZXQLKDKV,Penentuan KA SPPG,Belum Beroperasi,KAB. OGAN KOMERING ULU TIMUR,SUMATERA SELATAN,"Jl. Lintas Kota Baru, Desa Pemetung Besuki, Kecamatan Buay Pemuka Peliung, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan, PEMETUNG BESUKI, BUAY PEMUKA PELIUNG, KAB. OGAN KOMERING ULU TIMUR, SUMATERA SELATAN"
ZCIWD3ZX,Penentuan KA SPPG,Belum Beroperasi,KOTA DEPOK,JAWA BARAT,"Jl. H. Dimun Raya RT. 001 RW. 011 Kel. Sukamaju, Kec. Cilodong, Depok, Jawa Barat, SUKAMAJU, CILODONG, KOTA DEPOK, JAWA BARAT"
NCSM0M9K,Penentuan KA SPPG,Belum Beroperasi,KAB. SUMEDANG,JAWA BARAT,"Jl. Wado-Malangbong, Desa Wado, Kec. Wado, Kabupaten Sumedang, Jawa Barat, 45373, WADO, WADO, KAB. SUMEDANG, JAWA BARAT"
ZQOK6ZCZ,Penentuan KA SPPG,Belum Beroperasi,KAB. SEMARANG,JAWA TENGAH,"Jalan Marwa 2 Perum Griya Sakinah RT 012 RW 008, BANDARJO, UNGARAN BARAT, KAB. SEMARANG, JAWA TENGAH"
4ZYOHF6F,Penentuan KA SPPG,Belum Beroperasi,KAB. PAMEKASAN,JAWA TIMUR,"Aenng Nyono dekat Pasar, BANYUPELLE, PALENGGAAN, KAB. PAMEKASAN, JAWA TIMUR"
GVAQ5MCV,Penentuan KA SPPG,Belum Beroperasi,KAB. SUKABUMI,JAWA BARAT,"Kp. Dangdeur Kulon, SURADE , SURADE, KAB. SUKABUMI, JAWA BARAT"
OKHOTRIN,Penentuan KA SPPG,Belum Beroperasi,KAB. LANDAK,KALIMANTAN BARAT,"Pahauman, Kec. Sengah Temila, Kabupaten Landak, Kalimantan Barat, PAHAUMAN, SENGAH TEMILA, KAB. LANDAK, KALIMANTAN BARAT"
